order_id,order_timestamp,order_value,num_items,product_category,payment_method,is_cod,customer_age_days,previous_orders,previous_delivered_orders,previous_rto_orders,previous_return_orders,previous_cancellations,customer_rto_rate,orders_last_7_days,orders_last_30_days,avg_previous_order_value,current_vs_avg_order_value,pincode_rto_rate,address_completeness_score,customer_location_type,delivery_attempt_history,order_hour,day_of_week,is_weekend,is_festival_period,is_rto,product_category_encoded,payment_method_encoded,customer_location_type_encoded
00000000-0000-0000-0000-00007b9a9bef,2024-01-01 07:32:42,1716.0,2,Sports,UPI,0,556,15,12,3,0,0,0.2,0,1,2954.0,0.581,0.244,82.6,TIER1,1.03,7,0,0,0,0,6,3,2
00000000-0000-0000-0000-00002c7ef5b3,2024-01-01 07:38:12,836.0,5,Apparel,COD,1,19,0,0,0,0,0,0.0,1,1,836.0,1.0,0.402,50.5,RURAL,1.5,7,0,0,0,1,0,1,1
00000000-0000-0000-0000-00001ecbdec0,2024-01-01 08:01:43,293.0,6,Sports,UPI,0,513,8,7,1,0,0,0.125,0,3,147.0,1.993,0.177,75.6,TIER1,1.42,8,0,0,0,0,6,3,2
00000000-0000-0000-0000-00001752516a,2024-01-01 08:10:25,99.0,1,Books,COD,1,56,1,0,0,0,0,0.0,1,3,99.0,1.0,0.186,71.6,TIER1,1.5,8,0,0,0,1,2,1,2
00000000-0000-0000-0000-0000372d41e1,2024-01-01 08:20:31,202.0,2,Beauty,UPI,0,253,8,6,1,0,1,0.125,0,4,337.0,0.599,0.119,84.1,METRO,1.24,8,0,0,0,0,1,3,0
00000000-0000-0000-0000-0000332d7b22,2024-01-01 08:20:42,2907.0,6,Electronics,NETBANKING,0,59,0,0,0,0,0,0.0,1,3,2907.0,1.0,0.102,76.0,METRO,1.5,8,0,0,0,0,3,2,0
00000000-0000-0000-0000-00000e039b0d,2024-01-01 08:33:47,611.0,5,Home,UPI,0,302,5,3,1,0,0,0.2,1,3,901.0,0.678,0.188,80.3,TIER1,1.6,8,0,0,0,0,5,3,2
00000000-0000-0000-0000-000008424bd2,2024-01-01 08:36:15,525.0,6,Beauty,UPI,0,10,0,0,0,0,0,0.0,0,3,525.0,1.0,0.111,100.0,METRO,1.5,8,0,0,0,0,1,3,0
00000000-0000-0000-0000-00005143dec2,2024-01-01 09:13:07,2552.0,4,Electronics,UPI,0,132,1,0,0,0,0,0.0,2,7,2603.0,0.98,0.204,81.8,TIER1,1.5,9,0,0,0,1,3,3,2
00000000-0000-0000-0000-000007f7f9b0,2024-01-01 09:44:58,331.0,2,Sports,UPI,0,555,2,1,0,0,0,0.0,1,3,369.0,0.897,0.086,86.8,METRO,1.01,9,0,0,0,0,6,3,0
00000000-0000-0000-0000-0000625e21da,2024-01-01 10:18:00,305.0,5,Apparel,COD,1,293,15,13,2,0,0,0.1333,0,2,412.0,0.74,0.355,55.9,TIER2,1.0,10,0,0,0,0,0,1,3
00000000-0000-0000-0000-0000510e3139,2024-01-01 10:19:55,7284.0,2,Home,UPI,0,53,2,2,0,0,0,0.0,3,5,4368.0,1.668,0.035,87.1,METRO,1.41,10,0,0,0,1,5,3,0
00000000-0000-0000-0000-000039ec7ddf,2024-01-01 10:31:12,135.0,2,Books,COD,1,108,1,0,0,0,0,0.0,1,3,99.0,1.364,0.241,70.6,TIER2,1.5,10,0,0,0,1,2,1,3
00000000-0000-0000-0000-000075eaddde,2024-01-01 10:32:34,2487.0,1,Apparel,UPI,0,505,15,13,2,0,0,0.1333,1,1,3456.0,0.72,0.117,73.3,METRO,1.28,10,0,0,0,0,0,3,0
00000000-0000-0000-0000-000070807b17,2024-01-01 10:34:16,587.0,4,Beauty,NETBANKING,0,41,1,0,0,0,0,0.0,1,3,999.0,0.588,0.471,62.8,RURAL,1.5,10,0,0,0,0,1,2,1
00000000-0000-0000-0000-000025bd8231,2024-01-01 10:50:54,860.0,3,Beauty,UPI,0,566,1,0,0,0,0,0.0,0,5,802.0,1.072,0.083,100.0,METRO,1.5,10,0,0,0,1,1,3,0
00000000-0000-0000-0000-000056e68f7b,2024-01-01 11:02:53,261.0,1,Beauty,CARD,0,75,2,2,0,0,0,0.0,1,8,326.0,0.801,0.1,77.0,METRO,1.08,11,0,0,0,1,1,0,0
00000000-0000-0000-0000-000075c8819e,2024-01-01 11:23:12,7816.0,3,Electronics,CARD,0,312,3,2,1,0,0,0.3333,1,3,7163.0,1.091,0.093,100.0,METRO,1.21,11,0,0,0,0,3,0,0
00000000-0000-0000-0000-00006c9ccab0,2024-01-01 11:25:35,1097.0,3,Apparel,UPI,0,20,1,1,0,0,0,0.0,2,5,1426.0,0.769,0.123,80.7,TIER1,1.21,11,0,0,0,0,0,3,2
00000000-0000-0000-0000-00004f0ffbac,2024-01-01 11:27:39,1072.0,4,Home,COD,1,818,24,19,4,0,0,0.1667,0,1,1312.0,0.817,0.492,38.8,RURAL,1.01,11,0,0,0,0,5,1,1
00000000-0000-0000-0000-000037450703,2024-01-01 11:28:06,444.0,6,Apparel,COD,1,593,9,8,1,0,1,0.1111,1,5,600.0,0.74,0.19,81.3,TIER1,1.26,11,0,0,0,0,0,1,2
00000000-0000-0000-0000-000058e96a0b,2024-01-01 11:38:44,1792.0,1,Apparel,NETBANKING,0,315,12,11,1,0,1,0.0833,2,3,2962.0,0.605,0.339,61.8,TIER2,1.15,11,0,0,0,0,0,2,3
00000000-0000-0000-0000-0000191b9000,2024-01-01 11:53:21,13776.0,2,Electronics,CARD,0,16,0,0,0,0,0,0.0,1,5,13776.0,1.0,0.139,69.5,METRO,1.5,11,0,0,0,1,3,0,0
00000000-0000-0000-0000-000011afd9cc,2024-01-01 12:23:14,3982.0,4,Home,CARD,0,145,4,4,0,0,0,0.0,1,5,6066.0,0.656,0.129,65.4,METRO,1.04,12,0,0,0,1,5,0,0
00000000-0000-0000-0000-00002e4a3d9a,2024-01-01 12:36:32,249.0,4,Beauty,UPI,0,38,0,0,0,0,0,0.0,1,2,249.0,1.0,0.085,82.9,METRO,1.5,12,0,0,0,1,1,3,0
00000000-0000-0000-0000-00005ead0492,2024-01-01 12:42:08,1035.0,3,Home,COD,1,8,0,0,0,0,0,0.0,3,3,1035.0,1.0,0.261,62.9,TIER1,1.5,12,0,0,0,1,5,1,2
00000000-0000-0000-0000-00004cf329ec,2024-01-01 13:48:49,2757.0,2,Home,COD,1,137,0,0,0,0,0,0.0,2,6,2757.0,1.0,0.463,42.0,RURAL,1.5,13,0,0,0,0,5,1,1
00000000-0000-0000-0000-00006a8df9e5,2024-01-01 14:39:30,864.0,3,Footwear,UPI,0,328,15,12,3,1,2,0.2,2,4,496.0,1.742,0.158,55.0,TIER1,1.33,14,0,0,0,0,4,3,2
00000000-0000-0000-0000-0000206e0943,2024-01-01 14:39:36,1692.0,6,Sports,UPI,0,35,0,0,0,0,0,0.0,2,5,1692.0,1.0,0.334,56.3,TIER2,1.5,14,0,0,0,0,6,3,3
00000000-0000-0000-0000-00002f8438e9,2024-01-01 14:53:58,11042.0,2,Electronics,UPI,0,110,1,0,0,0,0,0.0,1,5,14189.0,0.778,0.056,81.5,METRO,1.5,14,0,0,0,0,3,3,0
00000000-0000-0000-0000-000004ffc830,2024-01-01 15:29:13,563.0,4,Beauty,UPI,0,72,1,1,0,0,0,0.0,0,2,300.0,1.877,0.093,80.6,METRO,1.07,15,0,0,0,0,1,3,0
00000000-0000-0000-0000-00006d6d853e,2024-01-01 15:35:09,713.0,3,Apparel,NETBANKING,0,28,0,0,0,0,0,0.0,1,2,713.0,1.0,0.123,75.4,METRO,1.5,15,0,0,0,0,0,2,0
00000000-0000-0000-0000-0000157b309f,2024-01-01 15:38:54,346.0,1,Beauty,UPI,0,282,8,5,2,0,0,0.25,1,1,567.0,0.61,0.113,100.0,METRO,1.67,15,0,0,0,0,1,3,0
00000000-0000-0000-0000-000053e4bfd3,2024-01-01 15:45:57,469.0,4,Apparel,COD,1,50,0,0,0,0,0,0.0,3,9,469.0,1.0,0.344,53.2,TIER2,1.5,15,0,0,0,1,0,1,3
00000000-0000-0000-0000-000033c9c369,2024-01-01 15:50:41,1149.0,5,Apparel,COD,1,152,0,0,0,0,0,0.0,2,4,1149.0,1.0,0.385,40.3,RURAL,1.5,15,0,0,0,1,0,1,1
00000000-0000-0000-0000-00000778b188,2024-01-01 16:04:44,1167.0,1,Footwear,UPI,0,99,5,4,0,0,0,0.0,1,5,703.0,1.66,0.133,83.5,TIER1,1.34,16,0,0,0,0,4,3,2
00000000-0000-0000-0000-000007380025,2024-01-01 16:52:47,771.0,3,Apparel,CARD,0,75,2,1,0,0,0,0.0,1,3,558.0,1.382,0.062,98.3,METRO,1.3,16,0,0,0,1,0,0,0
00000000-0000-0000-0000-00006ceb17ab,2024-01-01 17:28:49,1884.0,4,Sports,COD,1,50,0,0,0,0,0,0.0,2,3,1884.0,1.0,0.307,66.5,TIER2,1.5,17,0,0,0,0,6,1,3
00000000-0000-0000-0000-00005a1f9a2a,2024-01-01 17:39:52,247.0,1,Beauty,UPI,0,240,18,14,4,2,1,0.2222,4,5,215.0,1.149,0.068,67.5,METRO,1.1,17,0,0,0,0,1,3,0
00000000-0000-0000-0000-000000d831c6,2024-01-01 17:58:19,295.0,5,Beauty,UPI,0,185,3,2,0,0,0,0.0,0,3,518.0,0.569,0.13,57.4,TIER1,1.09,17,0,0,0,0,1,3,2
00000000-0000-0000-0000-0000337a80fe,2024-01-01 18:22:53,1881.0,5,Apparel,UPI,0,76,3,2,0,0,0,0.0,0,1,2231.0,0.843,0.042,77.7,METRO,1.84,18,0,0,0,0,0,3,0
00000000-0000-0000-0000-00007dc086a3,2024-01-01 18:32:39,461.0,3,Apparel,COD,1,299,4,2,1,0,0,0.25,0,2,302.0,1.526,0.425,71.0,RURAL,1.15,18,0,0,0,1,0,1,1
00000000-0000-0000-0000-00004c42b471,2024-01-01 19:04:57,1136.0,6,Sports,UPI,0,1,0,0,0,0,0,0.0,2,4,1136.0,1.0,0.064,85.1,METRO,1.5,19,0,0,0,0,6,3,0
00000000-0000-0000-0000-00005032d779,2024-01-01 19:35:09,801.0,4,Sports,UPI,0,268,10,9,1,0,1,0.1,3,6,1206.0,0.664,0.084,93.0,METRO,1.45,19,0,0,0,0,6,3,0
00000000-0000-0000-0000-00007af8a5b9,2024-01-01 19:38:17,1490.0,4,Apparel,CARD,0,148,4,3,1,0,0,0.25,1,2,798.0,1.867,0.068,99.0,METRO,1.4,19,0,0,0,0,0,0,0
00000000-0000-0000-0000-000003d58a20,2024-01-01 19:43:23,255.0,5,Sports,UPI,0,368,2,1,0,0,0,0.0,0,1,307.0,0.831,0.241,79.8,TIER2,1.13,19,0,0,0,0,6,3,3
00000000-0000-0000-0000-00002250e23c,2024-01-01 19:47:02,3952.0,4,Electronics,COD,1,182,2,2,0,0,0,0.0,1,4,6728.0,0.587,0.385,43.0,RURAL,1.02,19,0,0,0,1,3,1,1
00000000-0000-0000-0000-00003129c2f2,2024-01-01 20:13:15,2312.0,6,Apparel,UPI,0,150,4,3,1,0,0,0.25,3,4,2571.0,0.899,0.119,85.5,METRO,1.03,20,0,0,0,1,0,3,0
00000000-0000-0000-0000-000056697dc9,2024-01-01 20:14:18,531.0,4,Beauty,COD,1,15,0,0,0,0,0,0.0,1,5,531.0,1.0,0.136,65.5,TIER1,1.5,20,0,0,0,1,1,1,2
00000000-0000-0000-0000-0000460a09b5,2024-01-01 20:28:46,152.0,2,Books,COD,1,745,30,16,14,1,2,0.4667,1,5,99.0,1.535,0.244,62.3,TIER1,1.04,20,0,0,0,0,2,1,2
00000000-0000-0000-0000-0000757ebf35,2024-01-01 20:33:42,940.0,1,Footwear,CARD,0,5,0,0,0,0,0,0.0,3,5,940.0,1.0,0.074,95.3,METRO,1.5,20,0,0,0,0,4,0,0
00000000-0000-0000-0000-00003fb72b5c,2024-01-01 21:20:41,1206.0,3,Sports,COD,1,196,4,3,0,0,0,0.0,1,3,1238.0,0.974,0.088,83.1,METRO,1.01,21,0,0,0,0,6,1,0
00000000-0000-0000-0000-00004dbfe983,2024-01-01 21:37:50,303.0,6,Footwear,COD,1,82,0,0,0,0,0,0.0,2,2,303.0,1.0,0.072,72.1,METRO,1.5,21,0,0,0,1,4,1,0
00000000-0000-0000-0000-00002b5aba3c,2024-01-01 22:15:11,437.0,4,Home,COD,1,162,6,3,2,0,0,0.3333,2,4,399.0,1.095,0.397,46.8,RURAL,1.94,22,0,0,0,0,5,1,1
00000000-0000-0000-0000-00007ecb35af,2024-01-01 22:27:12,2705.0,1,Electronics,COD,1,58,4,3,0,0,0,0.0,1,5,3001.0,0.901,0.385,66.7,RURAL,1.06,22,0,0,0,0,3,1,1
00000000-0000-0000-0000-00000634595e,2024-01-01 22:35:20,623.0,6,Apparel,COD,1,115,2,2,0,0,0,0.0,0,2,320.0,1.947,0.367,63.2,RURAL,1.17,22,0,0,0,0,0,1,1
00000000-0000-0000-0000-00001c788e1b,2024-01-01 22:42:49,599.0,1,Home,UPI,0,315,7,3,3,0,0,0.4286,0,2,563.0,1.064,0.109,71.7,METRO,1.29,22,0,0,0,0,5,3,0
00000000-0000-0000-0000-00001ead0dbf,2024-01-01 22:43:27,1668.0,2,Home,CARD,0,141,1,1,0,0,0,0.0,1,3,1599.0,1.043,0.063,100.0,METRO,1.14,22,0,0,0,0,5,0,0
00000000-0000-0000-0000-0000207f7cf3,2024-01-01 22:49:57,2270.0,2,Sports,CARD,0,523,7,5,1,0,0,0.1429,0,5,2867.0,0.792,0.122,74.3,METRO,1.13,22,0,0,0,0,6,0,0
00000000-0000-0000-0000-000069aed07e,2024-01-01 23:08:54,2746.0,4,Sports,NETBANKING,0,152,8,6,2,1,0,0.25,3,4,2640.0,1.04,0.133,100.0,METRO,1.75,23,0,0,0,0,6,2,0
00000000-0000-0000-0000-0000633f9c63,2024-01-01 23:27:05,10222.0,2,Electronics,CARD,0,74,2,2,0,0,0,0.0,2,3,18318.0,0.558,0.344,64.5,TIER2,1.49,23,0,0,0,1,3,0,3
00000000-0000-0000-0000-000017822148,2024-01-01 23:46:55,1568.0,2,Home,UPI,0,162,4,3,1,0,0,0.25,2,7,1159.0,1.353,0.07,82.1,METRO,1.16,23,0,0,0,0,5,3,0
00000000-0000-0000-0000-000029e09fd7,2024-01-02 00:16:46,1483.0,1,Apparel,UPI,0,209,8,5,3,0,0,0.375,3,8,1869.0,0.793,0.102,84.0,METRO,2.0,0,1,0,0,1,0,3,0
00000000-0000-0000-0000-00006e0fa0a8,2024-01-02 00:26:05,797.0,4,Sports,UPI,0,307,6,5,0,0,0,0.0,0,5,1366.0,0.583,0.205,75.4,TIER2,1.1,0,1,0,0,1,6,3,3
00000000-0000-0000-0000-0000040530c9,2024-01-02 00:42:48,146.0,6,Books,CARD,0,687,13,7,5,0,0,0.3846,0,2,178.0,0.82,0.101,92.0,METRO,1.03,0,1,0,0,0,2,0,0
00000000-0000-0000-0000-0000334b0f8a,2024-01-02 00:49:20,192.0,3,Beauty,UPI,0,119,3,2,0,0,0,0.0,2,3,160.0,1.2,0.123,100.0,METRO,1.24,0,1,0,0,0,1,3,0
00000000-0000-0000-0000-00000ed149c2,2024-01-02 00:56:12,374.0,6,Apparel,COD,1,53,1,1,0,0,0,0.0,2,4,356.0,1.051,0.203,45.1,TIER1,1.03,0,1,0,0,1,0,1,2
00000000-0000-0000-0000-00006ad7f4d8,2024-01-02 00:57:58,857.0,3,Electronics,UPI,0,387,11,9,1,0,0,0.0909,0,3,941.0,0.911,0.461,42.3,RURAL,1.07,0,1,0,0,0,3,3,1
00000000-0000-0000-0000-000000424439,2024-01-02 01:30:52,264.0,4,Apparel,COD,1,293,5,5,0,0,0,0.0,1,3,384.0,0.688,0.444,55.6,RURAL,1.2,1,1,0,0,1,0,1,1
00000000-0000-0000-0000-000018c4aceb,2024-01-02 01:53:23,630.0,1,Apparel,UPI,0,5,0,0,0,0,0,0.0,1,2,630.0,1.0,0.196,80.8,TIER1,1.5,1,1,0,0,1,0,3,2
00000000-0000-0000-0000-00000833692e,2024-01-02 02:39:54,195.0,1,Books,COD,1,223,0,0,0,0,0,0.0,0,3,195.0,1.0,0.132,100.0,TIER1,1.5,2,1,0,0,1,2,1,2
00000000-0000-0000-0000-00001e5d0fb1,2024-01-02 02:50:00,321.0,3,Apparel,UPI,0,321,0,0,0,0,0,0.0,1,3,321.0,1.0,0.266,80.7,TIER1,1.5,2,1,0,0,0,0,3,2
00000000-0000-0000-0000-00007accf89c,2024-01-02 03:06:53,99.0,6,Books,UPI,0,34,3,3,0,0,0,0.0,1,3,146.0,0.678,0.096,66.5,METRO,1.01,3,1,0,0,0,2,3,0
00000000-0000-0000-0000-00007a0c426c,2024-01-02 03:16:53,1700.0,6,Home,COD,1,56,1,1,0,0,0,0.0,0,3,858.0,1.981,0.241,74.8,TIER1,1.5,3,1,0,0,0,5,1,2
00000000-0000-0000-0000-00003c2c6008,2024-01-02 03:16:55,132.0,4,Books,COD,1,311,6,4,1,0,0,0.1667,2,7,166.0,0.795,0.145,63.7,TIER1,1.44,3,1,0,0,0,2,1,2
00000000-0000-0000-0000-000009b005c3,2024-01-02 03:27:07,440.0,1,Apparel,UPI,0,62,1,1,0,0,0,0.0,0,2,436.0,1.009,0.119,100.0,METRO,1.08,3,1,0,0,0,0,3,0
00000000-0000-0000-0000-000070b7234f,2024-01-02 03:48:04,5082.0,3,Electronics,CARD,0,138,6,6,0,0,0,0.0,0,3,5967.0,0.852,0.037,98.3,METRO,1.31,3,1,0,0,0,3,0,0
00000000-0000-0000-0000-0000729cffa5,2024-01-02 03:55:23,833.0,6,Beauty,UPI,0,59,1,1,0,0,0,0.0,0,2,1375.0,0.606,0.129,92.8,TIER1,1.12,3,1,0,0,0,1,3,2
00000000-0000-0000-0000-0000173708a7,2024-01-02 04:14:12,152.0,2,Apparel,CARD,0,35,1,0,0,0,0,0.0,0,3,201.0,0.756,0.079,96.5,METRO,1.5,4,1,0,0,0,0,0,0
00000000-0000-0000-0000-00000ac2fa86,2024-01-02 04:18:37,3337.0,5,Apparel,UPI,0,40,3,1,1,0,0,0.3333,2,3,3560.0,0.937,0.234,56.3,TIER2,1.81,4,1,0,0,0,0,3,3
00000000-0000-0000-0000-00005fd68440,2024-01-02 04:37:22,1022.0,5,Footwear,CARD,0,247,1,0,0,0,0,0.0,0,3,1455.0,0.702,0.423,65.4,RURAL,1.5,4,1,0,0,1,4,0,1
00000000-0000-0000-0000-000006c31941,2024-01-02 04:57:43,1066.0,5,Sports,CARD,0,67,4,4,0,0,0,0.0,3,6,1523.0,0.7,0.179,76.7,TIER1,1.34,4,1,0,0,0,6,0,2
00000000-0000-0000-0000-00000dd2b98c,2024-01-02 05:27:40,1883.0,4,Electronics,NETBANKING,0,112,0,0,0,0,0,0.0,1,5,1883.0,1.0,0.071,90.7,METRO,1.5,5,1,0,0,0,3,2,0
00000000-0000-0000-0000-0000506c7c0c,2024-01-02 05:36:53,1818.0,2,Sports,COD,1,310,10,8,2,2,0,0.2,0,4,2193.0,0.829,0.376,45.0,RURAL,1.01,5,1,0,0,1,6,1,1
00000000-0000-0000-0000-00007d8e73a5,2024-01-02 05:52:20,1178.0,1,Apparel,CARD,0,162,3,2,0,0,0,0.0,3,5,1923.0,0.613,0.118,100.0,METRO,1.03,5,1,0,0,0,0,0,0
00000000-0000-0000-0000-000038867fd2,2024-01-02 05:56:18,609.0,5,Beauty,COD,1,267,7,6,0,0,1,0.0,2,4,629.0,0.968,0.21,55.0,TIER2,1.01,5,1,0,0,0,1,1,3
00000000-0000-0000-0000-00003cd06db5,2024-01-02 06:10:04,362.0,1,Home,UPI,0,340,0,0,0,0,0,0.0,0,6,362.0,1.0,0.059,75.9,METRO,1.5,6,1,0,0,0,5,3,0
00000000-0000-0000-0000-000071c3a1e3,2024-01-02 06:16:43,374.0,5,Apparel,UPI,0,97,2,2,0,0,0,0.0,1,4,407.0,0.919,0.116,89.2,METRO,1.99,6,1,0,0,0,0,3,0
00000000-0000-0000-0000-00007a59ff5d,2024-01-02 06:28:19,195.0,3,Footwear,CARD,0,185,1,1,0,0,0,0.0,1,4,131.0,1.489,0.333,61.4,TIER2,1.01,6,1,0,0,0,4,0,3
00000000-0000-0000-0000-00000d577905,2024-01-02 06:35:31,4152.0,4,Sports,COD,1,324,3,2,0,0,0,0.0,1,3,3931.0,1.056,0.352,81.3,TIER2,1.17,6,1,0,0,0,6,1,3
00000000-0000-0000-0000-00004c585ef3,2024-01-02 06:44:51,974.0,6,Home,UPI,0,561,5,4,0,0,0,0.0,1,4,981.0,0.993,0.104,66.0,METRO,1.35,6,1,0,0,0,5,3,0
00000000-0000-0000-0000-0000339b9b73,2024-01-02 07:32:17,240.0,1,Apparel,UPI,0,254,5,3,1,0,0,0.2,1,4,267.0,0.899,0.263,83.6,TIER1,1.18,7,1,0,0,0,0,3,2
00000000-0000-0000-0000-00006a30493e,2024-01-02 07:37:32,1710.0,4,Apparel,CARD,0,105,7,5,1,0,0,0.1429,2,2,1679.0,1.018,0.037,77.0,METRO,1.15,7,1,0,0,0,0,0,0
00000000-0000-0000-0000-000067b905a1,2024-01-02 07:55:09,176.0,1,Apparel,UPI,0,242,7,6,1,0,1,0.1429,2,4,228.0,0.772,0.114,88.3,METRO,1.46,7,1,0,0,0,0,3,0
00000000-0000-0000-0000-000067c2ac8b,2024-01-02 07:56:27,585.0,2,Footwear,COD,1,120,0,0,0,0,0,0.0,0,3,585.0,1.0,0.257,66.2,TIER2,1.5,7,1,0,0,0,4,1,3
00000000-0000-0000-0000-0000479e4a5a,2024-01-02 08:16:02,1170.0,1,Sports,UPI,0,120,2,2,0,0,0,0.0,1,5,2103.0,0.556,0.112,93.6,METRO,1.3,8,1,0,0,0,6,3,0
00000000-0000-0000-0000-0000381d2e14,2024-01-02 08:42:57,511.0,3,Apparel,COD,1,198,5,3,1,0,0,0.2,2,6,650.0,0.786,0.46,66.0,RURAL,1.2,8,1,0,0,1,0,1,1
00000000-0000-0000-0000-0000207489e5,2024-01-02 08:50:14,99.0,2,Books,UPI,0,40,1,1,0,0,0,0.0,1,5,99.0,1.0,0.356,63.5,TIER2,1.38,8,1,0,0,0,2,3,3
